"TX_RESPOSTAS_CH";"TX_GABARITO_CH"
"DCABEACADCBDEBEEABEBCBD.AEDBCBAADAACEEEBBBECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCDDDADADECBECCCBCCBACCBCEBDDBEEAEBAADCDCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BACAECAECDEBDCDAEDAADBBBABAEEBAADBECBAEAAECBA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEACEACADBADCDBECCABABDCAEBCCADBADDCBDEAACECB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEACCADADBACCCDEBAEBECDBAEDBCECAAADDEECDDBACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDADBBDECBECEEBCDDAAADBBEDACACDBBCDCBBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABCEDEECADCCBEDDBBADCBAAAACECADACDCBACCBBCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABADDCEBACADAECCBBBDEABBCADEDEDDBEEBCDBEDEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCABAEDBDEAAECAEDBEBAADAAADCAECAAACDBBDDADDCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAABBDAACBEDCABEEABBACDBAEACCBADCADAEECCBBAAA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEAAEBCBDBBBABBBBADBCDACABDBABCCAACDADDDDDECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACABCEDBEDADECCBABCBEDBEAABDDBCACECCEBEDCBCCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEACEECAACBDCADCBDCBACECAADECEBEAABDCDBCACACB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"EAABBAEEECBDEBBEAAABA.BEEDEBBEDBABBCCDEEECCDC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDADCACEBBEDEBBADDBAEECDBDACAEEBBDAABDED";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEADABDEDEBCCBBDACDCDCBDDEBCCDABCECDCABDBBACD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CBABAEAAEBACEBEBDCABADDBAECADBACBECBBADBADACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCDAEACBDDBCBBEABAEBCCCDDDDAACBCDBDCABEDBA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"EBDCBEACAADCDBEECBDBAECDBCBABDEDBADBDBAECACBD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEAEEEDEDDADEBAEABBBACDAAADBDBDAEADDBBDEABECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAABCECADEAABBEEDBCBCADBEADCABCDDCDCAECDCBCAC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACEDAEBBBBDCECACACACADDEECCEDACECCBAEDEEBCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCDDBAEABECBEDEBBAEACAAECBEAAEBCADDEDBDCED";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCDCCDCADCABCBCDBCACCDECBACDBBDCCADCCBCDCABCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BBACEDCABEABEDEBDCADEBDDAACBEDEADECCDBEACEDDE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABEEDEADADEBBEDBACCBDAAAEBDEDACADCBEDDBABEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABEBDACBBCEEBBABCBBAECCDDEADBEAECDEDABDEAAB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BDACBEDBABADEBBEBADBACEBAEEBCCBCEADCAEDBECDAB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDAEBADEBEECBEBADDCAADBDBDAEADDBBCDCBACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BCDBCECBDDEABADABCDCEBCAEBCACEDBCADEBDACBEABA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEAABADAAEAAEBBCBEBBCEBCACBEECADBBCEABDBBDBDE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCABAEDBDDADECBEDBCBACEBAADECBADBCDAABEDDACEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEACEEDADDAAECBECADBBDDCAAEDAEEACDDDBCCCCEACC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BCABCDDACCADEBAEBEBBADBAAEECDECBBACDCECADDBCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCACCDAADDAAECCECBABCCBEAAECDEDACEBDBEEDCBEEE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AAABADBCDDABEACCAABBABEDAEECBBDBABBCBDCDBCAAA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABADDEEDAEEBBEABEBADEDAADBDBDACDCDEBDDBBBCD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ECABCAABBCBDCBACABEBAEEBCEEEAEDACACCBDCDBACEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACABBAAAABACECBBDBACECADBDACAECACECCEDBAEBCAD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDBEDAEECBECDCBADDDAAADAECADACDBBBDBAECC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAACAEDCACADDCCBBCABBCCBABDACBCECDBDCCBDCEBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABECDAADABECBEDCEBBDDAAADBCECAEABDBBCDCBBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACEADAACADEACEBCCBDEDDAAACDDAEACDCEAABBDDDA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABBDACACACABEDADEBCDABACBDDBBCAEDDBCAEABEAD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAAC....CBA....EBDEBDECEEEDEEEACCC.CCB.CDBDDD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABEEDAEBAABCAECCBCADDABADBAEDAEACDBBCDCBBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAACBEAACCBBAEDACAAEBDEADEEAECBEBBBDCEADABAAD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCADAABADDCDEBADBDCEDABECEBDAABCAEBDDDCAEE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACCECADDAAEBBECBEBCDDDAADADEEABECDBADBEEACE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACABCCDAEBADEBBECBDBAEDABADBCEDABACDBDDDDBDCC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCAECADAEEAAECACBABBADDBAADDABABACDCEAADADACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAACBCAADBAADDEDDEAEACCAAAEC*DCBAABAABADBECEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCACDBDBDEADECEEBBABCDDBCEEACECDADCDBAEDEBCAA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCACAADADEBAEDAABADBEADEDABDACECADBEDCABAD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BEABAADBDBBCACBABAABAEEBAADADECACBCACDDACADDE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BEABEADBEDAAEBAEBBEBADDAAAEDEBCACACABDDDABECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCACAADADBBADACEBAABBEBDAEEBBDDAAACCBBEDBADEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACCDDAABADECBEAECBACDDAEEBBBAADAEDBBCDDABCD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
".CACC.C..BE.EBAB..CBCADAAAECBBAA...D.DDDACDAB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEEBCDDBEBAAECAEABEBCDDDAAECBEDAAAADBBCDABEED";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCDAADCAECBBEAABBBCDBAEEBCBCACACEBBDBABDCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACCDDBDBBEBCBCDEBBCDDAABDCBBCAEACDCECDCBBCC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAACAEDBBDAECCBEEBBBADDBAEBABECACADAEBCDABCDE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCDDBEDAECCEEAECBBDBAAEBCCEDAECDDBBDDBBCEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACABEEDCDDADDCBEABEBABDDAADBABDCCADDBBCDCBBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABEEDAEEBDDCBCABEAACDAAEDBAEDADCCDBBDDABECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABEADEEBADECBEDBCBCDDBAADCDDCAAADDABDCADECB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABCEDCECAAECBEABABCDDCAEEDCBDDAACEDBDABCBCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEACBACACBAAECAEDCBBACDBAAEEABADAACEADCDDADCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCADAADAEEECEBABCCDBCEDBBAEECBCDACBDBECDEBDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABAEDBEBAABCBDBBDDBCDBEBCDACBEDBDBCACBEABCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ABBAAACBDBEAEBBCCBBBDDDBEBBDCCAEDBDCDBBEEEAAA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAACEACADDEEEBAEBBEBCDDDAEAAAECDCDDAADDCABACD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACEAAAABBBCCDEDCBBEBDDAAEACEDEDAAADBDEEACEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCADBEDCBCADAECEAEABCDDBABDCBECEBBACEEDDCAACD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACABCDDAEBAECBBECBCBCDDCADDAEECACACDEDDDDDDDD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CBADAADADAAEAAAEBBBBBAEAACBACEDABADAADBADADBB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABEADADCAEEBBEBEABEEDDAEDBCEDBCEABAECDBDECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CBACDDECCDBAECBABEABDACAAADCADDDBACEAADAAADDA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABEECADCACECECCBABCEDAAEBCABBABDCDBDBC.BDEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BBADBBDAABBEEACBADBBAAAAEAABBACBDBAADBBCCBABE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABDEDEACCCCBBEBAEBABBBAADBCDDBAACEEECEBBBCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDBBDACECBECCEBDDDAAADBDBDABACDDDCABABED";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ECACCADBEBAAEBAEAACBECECEABBCBCABCCEBDCDBACCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABCDDBDBADECAECAEBADDBAAECDBDACACCBBDDABDED";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABCBDBEDACBAEECCAADBDCADBBAEDACEBACDBDCADEE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAAACECECDAEDABDAEBBCCEBACBCBECAEDEDEBEDBCACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABBEAAEBAEBBEECEABACECDEDDBCCDCDCBBDDCEBDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCACCBADCCAEDBBDCCBBBCACAAEBDBAEBDABBAECBCCCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABEADADDAADBBEDAEBECDBAADCDECAEDCDBBBDEBACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEAECDDADBAAEBBEBDABCDDBAADBCBCADAEADBCDABCCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACAADBDEBDECABBAECEEDAAACBEECABACDEEEDBBCEE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABEADBADAACCBEDDEBBDBDAAECABDABAAEEBCCDADCD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCAAADDADBACCEBEAECBAAACAACACAADBAEDEAEDCCACC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAABCADBBEAAAECEBCABCAEAADABDADABAABAACABBABE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAABBADCCDADEEBEDBABCCEAAEEACBDAEBDDBBBDDBECE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACECABDDECADDBBBAEABAEBCAABCCEDABCCABECBABDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BEACADABEEABEABADCCBECAACBDACBCABDBECDBCCBDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAECEBDACABCDAEEBCDBDEBAABDECEABBCEBAACDDDBCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABAAAADEDDEABDBBBBBDEACAECEBDAAAEAABDDCCBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAACBAEDCDBBAEDEDBBBEADDACAECBADDADACDEADBCDA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BBCADADBEDAEAAEEDCEBEEECBDBCDBCBDCDAEBCAD*DCC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCADAEDADBCEEBDCBCDEAADDDCBDAADABCECBCBDCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCADAEDAEECBECBEBEDDBAEDCCBDADACEEBCDABECB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABCEDADEBEDCEEABABEEABCEBBAECACAEDAECDDCBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ADACADCAECADACBABCAECBAAAACACEAADBCCDDCBACDCD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCEDABBAEECEEBBEBBDEEAEEEAEEADEEEEBEDDBCCC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ADACDDDCEDCAECBCAEDABDDCBEACCCDDEAEDEDBCDAABC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAACCEDADCAAECCECBCBCCDAAEDCCBAAECCDBDBDCBACA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BCABBDDAADACBCBEBECBCCBBAEEEABCACDBCBDCDBBDBB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CDACCEDAECADCCAED.CBDDAEA.DBCEEDCCADCEBEDACEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACCADADEADDBDEBEABCDDAADDDDBCDADCCBECDDCECE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACEEDADBAEECBEBBABADDAAADBBBDADDCDBBDDBBDDA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"EAACAACAEBACECEEBBDBCBBBACECBCDABCDABBCDAEDEE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDBDBAADBBECAEBDDDEAADDCECACCCAABDCCBBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDADDADEBEEBBEBCDDBAADCDBDAEEDDEBBDBBBCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAACCECCDEACDCDECBBBADEDAAEDCEADACEACEDDACCBE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCAAADDBEBAEBCBBAEABABEABEEEBECDAACCCECDDCECE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BEABCEDADDAAECCCBAABCCEAADBECEAEAECDAEADEBDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEAABDDBCAACDDCABECBBCAACBEEDCAABEDBCDBDAAABD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BCACABEDABCDEAAACEEBBCEEAABCAAEECCCDEBABDACDD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABAEDBDBAAECBEACEBEEDBAADBABCACADDDBCDCBDAE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DBDCEACAAAEECACACBDDEABCAECCAABCBDCBCDEBABECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCDDAECADECAEADCBDCDCABECEEDDEAACCEBDBBBAE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABCDEAEBADEBBEBBCBACDDAADCABCACACDCAEDBBDCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAACBDCCBDCAEECDBBBBACDBACBBDCEBCDDBCDABAAADE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCADADBADDCCEDBABADDBABCBEBDAAECAEEEADBBED";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACBADAACBECABCDCBCDBBDAEEEECDACADCADDDEBDEE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEAACDDADCADECAECBABBDDDAADCCEDDDACCEEDDDEECE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ECADEDDADCAABABBCADBDBCDACBDCADCBEADBEACBDCEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCBDAEBADECBEABBBCDECAADCEBDACDADCECCBBDCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
".CAB.CDAA.AD.A.ED.EB.D..ABBADC..EA..BBC.DECCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCBDADEADEBBECEBBEDDEAADCEEDABACADBCADADCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCACCEDADDAECBBDBBBBADDEAAEBEBCADBCDAEAECBCDA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABCEDDCCADECAECCEBEDDBAABBCECACDCCCBDDBADCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABEDCADDADDCBECBCBADDBAAEEDEDACACAEBCDAAAEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAABEEABDEAEBBBCEAEBAEDCAEECBEDDCDDCEEDABBABE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEAEEAEADDADECBECBBBADDDAEBCDECAEACDDBEBBBCBE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BDACEDCBDEBAADCABCDBDADECEADEBABBCEDCEADBDEAC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACCADBBDAEDCEDCBABECDBAACBCEDABADACBCDBECCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCACEDAAECBDECEEABABCABAADDECBDADAEEDDBADBECE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCAAEDBADDBEEBAEBBDEAAEBCBBDCCCDEDEDACBDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AAABBECADDBBECECCEABCBADCB.CBCBCCDCABBCDAADCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABEEDBDDBDEBBAABABBDDAAABBEEDACABABBBAABDCC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CCABCDCBDAAAACBDAAABEAADACBDCEAAADDACEDDEBDDA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEAB*ADADDADECBEABEBDADBAADBEBCADADDEBEDBAEBB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAEBAEECACBDBACCEDAACAEBBAEDECABDADAECBDEDBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEABAADEDBBDABCEBCCBDEBDAABCCECABCECEECDDADCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CDABDAECAAADBDCCEEABDCADAEDACAEDEECAEBACEBDEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAADEBDEEEADACDBEDCEDCAEAEABAEDDDECEBDDDACAAB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEACBEADDEBACAEBACBBAEDDDAEABBACDCAEADDCBADCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACACDEDBBACBCDAEABADCAAECBCBACECBCEEBAAEDDE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACEAEBDEBDECBEBBDBCDDEAAECABCAECECADADACDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCDDAEDAEECBECBEBADDDAABBEBDACACDBBCDABCCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"BAABBEAACAADEBEDDECCECDCEEECEEEADDADDEBDBBEEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABEEDBEBADECBEABCBCDDBAEACEEDAADCDBBCDDBDCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACAACADBEBADECECEBDBCEDDADDBECAABDCDEBDADBAEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ACABABDBBDBBCACAEBABCACBABAACCBECDCDDBBDBEAEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAABBAAEAEAADCBCBDAACDEBAEEAABDBAACACAADBAEEB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABEEDBABADCCBEBCDBCDDAAAEBCBCAECADBBCDCBACE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ADBDEBCCADBEBDBDDEABBDCDACECADADBBDCDAEDDECEA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DAACEACACBBCDBCCACABDBDCAEECABDDACBACBDCEAECA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCADAEDADECAEDAEBEADDABDCCEDACACCDBADDBBCC";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"AEABCEDCDBBADCBEADEBADDAAADCCBCACACDBBCDCABCE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEACCADABBABECBEBBCCADDAECBDCBEAABDACBEDABCCD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEADEDECCEBDECBEDAEBADDCABBBABDDBACBCEDDAACCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAACBDCBDDAAEBAEDCDBABDEABEECECAADCAABDDCBBCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCADAEBABDBECBACBACBBACDECBDDBACDEBEDDAACD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DEABCEDEDBADEBEECAEBDDDAAADBABCACACDBBCDBBBCA";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABCDDADCAEDCDECAABCABAAAAEEBAABCCDEDBBDBACE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"DCABCEDADBBAECBEABABADDAAADBBEDADACDBBCDEBACD";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CAACABDACBBDCBDBDAABACABDCABDB.BABDABEABADACB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"ADBEDBCACDBBAECEBDAACEBDCAEDBBDECDACBAEADBCCB";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
"CEACADDAECADEBCEDCABDBBCAEEACEBDBBADDAEBADECE";"DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA"
